epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8154184818267822,9.999999747378752e-06,0.47750210762023926,0.843033492565155,0.5216235518455505
1,0.8233480453491211,9.999999747378752e-06,0.4554000198841095,0.8395061492919922,0.5091468095779419
2,0.8466960191726685,9.999999747378752e-06,0.4265013039112091,0.8395061492919922,0.5076978206634521
3,0.8378854393959045,9.999999747378752e-06,0.4256539046764374,0.841269850730896,0.5049249529838562
4,0.8444933891296387,9.999999747378752e-06,0.4172694683074951,0.843033492565155,0.5050395131111145
